track,artist,popularity,artist_popularity,artist_followers,duration_min,is_explicit,release_year,genre,album_tracks,hit_flag
Gimme More,Britney Spears,84,80,17755451,4.18,1,2007,pop,15,1
Lion's Pride,David Arkenstone,1,47,72493,2.35,0,2007,celtic,19,0
The All Spark,Steve Jablonsky,52,57,218503,3.57,0,2007,soundtrack,20,0
Arrival to Earth,Steve Jablonsky,61,57,218503,5.44,0,2007,soundtrack,20,0
Autobots,Steve Jablonsky,56,57,218503,2.55,0,2007,soundtrack,20,0
The Pretender,Foo Fighters,78,75,12955017,4.48,0,2007,rock,12,1
Eyes on Fire,Blue Foundation,70,53,154658,5.04,0,2007,Other,12,1
Heartbeat,Scouting For Girls,54,52,351329,2.93,0,2007,Other,25,0
She's So Lovely,Scouting For Girls,64,52,351316,3.73,0,2007,Other,25,0
Flashing Lights,Kanye West,85,89,31045858,3.95,1,2007,rap,14,1
Stronger,Kanye West,81,89,31038851,5.19,1,2007,rap,14,1
Blood Theme,Daniel Licht,0,41,16815,2.43,0,2007,Other,25,0
Paper Planes,M.I.A.,78,66,1475258,3.42,0,2007,Other,12,1
Foundations,Kate Nash,55,48,441127,4.08,1,2007,anti-folk,14,0
"The Fellowship (From The Lord of the Rings: The Fellowship of the Ring"")""",The City of Prague Philharmonic Orchestra,0,60,133348,5.87,0,2007,orchestral,100,0
The Room of Requirements,Nicholas Hooper,45,55,55520,6.13,0,2007,soundtrack,18,0
Dumbledore's Army,Nicholas Hooper,56,56,55561,2.67,0,2007,soundtrack,18,0
Fireworks,Nicholas Hooper,51,55,55540,1.76,0,2007,soundtrack,18,0
Professor Umbridge,Nicholas Hooper,48,56,55561,2.54,0,2007,soundtrack,18,0
Love Song,Sara Bareilles,72,61,1987190,4.31,0,2007,Other,12,1
Legends,Mychael Danna,28,50,34710,2.47,0,2007,soundtrack,23,0
My Body Is a Cage,Arcade Fire,55,62,2397896,4.78,0,2007,indie rock,11,0
My Bubble Gum,Rasheeda,38,53,202732,3.47,0,2007,Other,16,0
Never Again,Kelly Clarkson,44,72,10961237,3.62,0,2007,christmas,17,0
Run,Leona Lewis,59,65,3786304,5.24,0,2007,Other,17,0
"Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - Moonlight Sonata"": I. Adagio sostenuto""",Ludwig van Beethoven,8,71,5716963,5.25,0,2007,classical,32,0
Boa Sorte / Good Luck (feat. Ben Harper),Vanessa Da Mata,67,64,1392074,3.92,0,2007,mpb,16,0
Fancy Footwork,Chromeo,46,54,424793,3.33,0,2007,nu disco,11,0
Go Slowly,Radiohead,64,85,13822540,3.8,0,2007,art rock,8,0
Hitch-hike,Kleenex,23,26,26604,2.64,0,2007,post-punk,46,0
Good and Broken,Miley Cyrus,32,81,26561582,2.91,0,2007,country pop,10,0
See You Again,Miley Cyrus,68,81,26561582,3.17,0,2007,country pop,10,0
Let's Dance,Miley Cyrus,39,81,26561582,3.04,0,2007,country pop,10,0
Certamente,Madreblu,36,19,2841,3.59,0,2007,Other,11,0
Little Cream Soda,The White Stripes,39,68,3533200,3.75,0,2007,garage rock,13,0
Misery Business,Paramore,75,79,9795296,3.52,0,2007,pop punk,14,1
Irreplaceable,Beyoncé,71,84,41176723,3.79,0,2007,Other,23,1
The Touch,Stan Bush,50,39,38253,3.94,0,2007,aor,14,0
What I've Done,Linkin Park,84,88,31796892,3.42,0,2007,nu metal,12,1
Bleed It Out,Linkin Park,80,88,31785695,2.74,1,2007,nu metal,12,1
Given Up,Linkin Park,79,88,31796892,3.15,1,2007,nu metal,12,1
Verbatim,Mother Mother,1,69,4494273,2.8,1,2007,Other,13,0
"Mammas, Don't Let Your Babies Grow Up to Be Cowboys",Waylon Jennings,52,67,1680797,2.54,0,2007,outlaw country,42,0
Gunpowder & Lead,Miranda Lambert,65,66,3708746,3.19,0,2007,country,12,0
Pocketful of Sunshine,Natasha Bedingfield,79,71,1904542,3.38,0,2007,Other,13,1
Fluorescent Adolescent,Arctic Monkeys,77,84,32068481,3.06,0,2007,indie,12,1
505,Arctic Monkeys,86,84,32059138,4.22,0,2007,indie,12,1
When You're Gone,Avril Lavigne,72,76,12004691,4.0,0,2007,Other,17,1
Girlfriend,Avril Lavigne,4,76,12004691,3.61,1,2007,Other,12,0
Girlfriend,Avril Lavigne,76,76,12008159,3.61,1,2007,Other,17,1
Illusion,VNV Nation,47,47,214097,4.78,0,2007,ebm,10,0
Apologize,Timbaland,74,79,3468690,3.07,0,2007,Other,17,1
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,60,75,12766717,4.57,1,2007,old school hip hop,17,0
Noblesse Oblige,Kotaro Nakagawa,24,33,6112,1.43,0,2007,anime,22,0
Love Bomb,Grinderman,0,38,133984,4.43,0,2007,garage rock,11,0
"Oh! Darling - From Across The Universe"" Soundtrack""",Dana Fuchs,20,33,20236,2.48,0,2007,Other,16,0
One Day,Hans Zimmer,57,77,4777574,4.02,0,2007,soundtrack,13,0
"One Day - From Pirates of the Caribbean: At World's End""/Score""",Hans Zimmer,55,77,4777574,4.02,0,2007,soundtrack,13,0
Out of Time Man,Mick Harvey,50,35,35417,2.95,0,2007,Other,12,0
About You Now,Sugababes,63,58,733057,3.54,0,2007,Other,11,0
"All My Loving - From Across The Universe"" Soundtrack""",Jim Sturgess,30,38,22421,2.52,0,2007,Other,16,0
Apologize,OneRepublic,69,81,18703625,3.46,0,2007,soft pop,13,0
Apologize,Timbaland,76,79,3469963,3.07,0,2007,Other,17,1
Bullseye,Aly & AJ,33,53,696538,3.02,0,2007,Other,12,0
The Way I Are,Timbaland,84,79,3469963,2.98,0,2007,Other,17,1
This Is The Life,Amy Macdonald,77,63,538408,3.07,0,2007,Other,14,1
Thnks fr th Mmrs,Fall Out Boy,78,77,11415609,3.39,0,2007,emo,19,1
Up Is Down,Hans Zimmer,55,77,4777574,2.7,0,2007,soundtrack,13,0
"Up Is Down - From Pirates of the Caribbean: At World's End""/Score""",Hans Zimmer,53,77,4780589,2.7,0,2007,soundtrack,13,0
Gypsy Woman,Hilary Duff,33,55,2354296,3.24,0,2007,Other,14,0
"Helter Skelter - From Across The Universe"" Soundtrack""",Dana Fuchs,32,33,20233,3.69,0,2007,Other,31,0
Hoist the Colours,Hans Zimmer,51,77,4777574,1.51,0,2007,soundtrack,13,0
"I Want To Hold Your Hand - From Across The Universe"" Soundtrack""",T.V. Carpio,31,31,3581,2.74,0,2007,Other,16,0
I Want You (She's So Heavy),Joe Anderson,38,33,6528,3.7,0,2007,Other,31,0
"I've Just Seen A Face - From Across The Universe"" Soundtrack""",Jim Sturgess,29,38,22421,1.84,0,2007,Other,16,0
"It Won't Be Long - From Across The Universe"" Soundtrack""",Evan Rachel Wood,19,55,45117,2.27,0,2007,Other,16,0
"It's My Turn Now - From Jump In!""/Soundtrack Version""",Keke Palmer,36,49,732101,3.27,0,2007,Other,13,0
"Come Together - From Across The Universe"" Soundtrack""",Joe Cocker,37,62,2599494,4.41,0,2007,Other,31,0
Crank That (Soulja Boy),Soulja Boy,76,68,2408533,3.69,0,2007,Other,14,1
Drink Up Me Hearties Yo Ho,Hans Zimmer,55,77,4777574,4.53,0,2007,soundtrack,13,0
Girl,Jim Sturgess,38,38,22421,1.07,0,2007,Other,31,0
When Under Ether,PJ Harvey,42,57,1200693,2.37,0,2007,art pop,11,0
Whiskey Lullaby,Alison Krauss,54,59,419072,4.34,0,2007,bluegrass,16,0
Why Don't We Do It In The Road,Dana Fuchs,32,33,20233,1.33,0,2007,Other,31,0
With A Little Help From My Friends,Joe Anderson,42,33,6526,3.18,0,2007,Other,31,0
With Love,Hilary Duff,48,55,2354141,3.01,0,2007,Other,14,0
Potential Breakup Song,Aly & AJ,64,53,696587,3.66,0,2007,Other,12,0
"Push It to the Limit - From Jump In!""/Soundtrack Version""",Corbin Bleu,36,46,530174,3.23,0,2007,Other,13,0
Ratatouille Main Theme,Michael Giacchino,56,63,430274,2.15,0,2007,soundtrack,24,0
Real Muthaphuckkin' G's,Eazy-E,60,63,7081511,5.54,1,2007,gangster rap,17,0
Rule The World - Radio Edit,Take That,59,63,1441603,3.96,0,2007,Other,1,0
"Singapore - From Pirates of the Caribbean: At World's End""/Score""",Hans Zimmer,45,77,4777574,3.68,0,2007,soundtrack,13,0
"Something - From Across The Universe"" Soundtrack""",Jim Sturgess,36,38,22416,2.99,0,2007,Other,31,0
Stranger,Hilary Duff,47,55,2354296,4.17,0,2007,Other,14,0
L no Theme,Hideki Taniuchi,0,50,32194,3.06,0,2006,anime,30,0
London,James Newton Howard,49,62,412983,2.64,0,2006,soundtrack,24,0
Mogabah,Nancy Ajram,52,62,3751254,3.63,0,2006,egyptian pop,11,0
Moshtaga Leik,Nancy Ajram,36,62,3748353,4.45,0,2006,egyptian pop,11,0
Oul Hansaki,Nancy Ajram,24,62,3745808,5.9,0,2006,egyptian pop,11,0
Law Dallalouny,Nancy Ajram,28,62,3751254,4.54,0,2006,egyptian pop,11,0
Ana Yalli Bhebbak,Nancy Ajram,51,62,3745808,3.47,0,2006,egyptian pop,11,0
Ashteky Menno,Nancy Ajram,37,62,3748353,3.41,0,2006,egyptian pop,11,0
Sabrak Alaya,Nancy Ajram,25,62,3745808,4.86,0,2006,egyptian pop,11,0
Ya Tabtab Wa Dallaa,Nancy Ajram,66,62,3748353,4.37,0,2006,egyptian pop,11,0
Yassi El Sayed,Nancy Ajram,28,62,3751254,4.33,0,2006,egyptian pop,11,0
Ehsas Jdid,Nancy Ajram,52,62,3745808,4.51,0,2006,egyptian pop,11,0
Elly Kan,Nancy Ajram,33,62,3751254,4.53,0,2006,egyptian pop,11,0
"The Name's Bond... James Bond (From Casino Royale"" Soundtrack)""",David Arnold,39,50,42445,2.82,0,2006,soundtrack,25,0
Make It Rain,Fat Joe,59,66,2133926,4.12,1,2006,east coast hip hop,15,0
Life is a Highway,Rascal Flatts,73,68,3672166,4.6,0,2006,country,14,1
What Hurts The Most,Rascal Flatts,69,68,3672166,3.56,0,2006,country,14,0
Cherry Waves,Deftones,78,81,7714772,5.29,0,2006,nu metal,12,1
A Place in this World,Taylor Swift,52,100,145443567,3.32,0,2006,country,15,0
Welcome to the Black Parade,My Chemical Romance,80,78,10298850,5.18,0,2006,emo,14,1
Have You Ever Seen The Rain,Rod Stewart,64,72,5563752,3.2,0,2006,soft rock,13,0
It's Not Over,Daughtry,59,65,2382165,3.58,0,2006,Other,12,0
When You Were Young,The Killers,77,76,8006321,3.67,0,2006,alternative rock,12,1
Highwayman,Willie Nelson,53,69,2572589,3.04,0,2006,outlaw country,92,0
"Kick, Push",Lupe Fiasco,62,66,1984196,4.24,0,2006,Other,16,0
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,78,81,15823760,7.47,0,2006,Other,12,1
SexyBack (feat. Timbaland),Justin Timberlake,85,82,15826961,4.04,1,2006,Other,12,1
Pride of the Dwarves,Jamie Christopherson,0,28,11134,2.45,0,2006,Other,16,0
Beautiful,Christina Aguilera,0,76,9245741,3.97,0,2006,Other,32,0
Ain't No Other Man,Christina Aguilera,61,76,9247395,3.81,0,2006,Other,22,0
I Want You,Paris Hilton,24,48,808426,3.2,0,2006,Other,14,0
Jealousy,Paris Hilton,31,48,808426,3.66,0,2006,Other,14,0
Long Way 2 Go,Cassie,80,66,1897453,3.67,0,2006,Other,11,1
Me & U,Cassie,78,66,1898249,3.2,0,2006,Other,11,1
Watching You,Rodney Atkins,67,60,2011461,3.92,0,2006,country,10,0
Black Swan,Thom Yorke,53,57,1215070,4.83,1,2006,Other,9,0
A Narnia Lullaby,Global Stage Orchestra,20,19,4036,2.39,0,2006,Other,12,0
Back To Black,Amy Winehouse,82,75,9747371,4.02,1,2006,Other,19,1
Tears Dry On Their Own,Amy Winehouse,72,75,9748123,3.1,1,2006,Other,19,1
DotA - Radio Edit,Basshunter,62,60,544907,3.34,0,2006,eurodance,15,0
Night At The Museum,Alan Silvestri,0,57,327242,2.59,0,2006,soundtrack,35,0
Would You Go With Me,Josh Turner,69,64,2716219,3.8,0,2006,country,11,0
Your Man,Josh Turner,73,64,2716219,3.53,0,2006,country,11,1
Supermassive Black Hole,Muse,81,76,8466090,3.54,0,2006,alternative rock,12,1
Starlight,Muse,76,75,8464040,4.0,0,2006,alternative rock,12,1
Pain,Three Days Grace,71,77,7297885,3.38,0,2006,post-grunge,12,1
Animal I Have Become,Three Days Grace,81,77,7297885,3.85,0,2006,post-grunge,12,1
Never Too Late,Three Days Grace,74,77,7297885,3.48,0,2006,post-grunge,12,1
Pain,Three Days Grace,63,77,7302348,3.38,0,2006,post-grunge,13,0
Riot,Three Days Grace,65,77,7302348,3.45,1,2006,post-grunge,13,0
Animal I Have Become,Three Days Grace,76,77,7297885,3.85,0,2006,post-grunge,13,1
Snow (Hey Oh),Red Hot Chili Peppers,81,83,23226759,5.57,0,2006,funk rock,29,1
Dani California,Red Hot Chili Peppers,79,82,23218829,4.7,0,2006,funk rock,29,1
Mission: Impossible Theme,Michael Giacchino,57,63,430274,0.86,0,2006,soundtrack,21,0
Smile,Lily Allen,66,74,2223643,3.28,1,2006,Other,13,0
SOS,Rihanna,78,90,68997177,3.98,0,2006,pop,13,1
Harvest Dawn,Jeremy Soule,57,65,189122,2.85,0,2006,medieval,25,0
Watchman's Ease,Jeremy Soule,51,64,189122,2.08,0,2006,medieval,25,0
"Kernkraft 400 - DJ Gius Mix, Radio Edit",Zombie Nation,61,46,53901,3.45,0,2006,Other,3,0
Upside Down,Jack Johnson,75,73,4044863,3.49,0,2006,surf rock,3,1
Everytime We Touch,Cascada,2,65,615439,3.27,0,2006,europop,14,0
You Only Live Once,The Strokes,70,75,6446735,3.15,0,2006,garage rock,14,1
Young Folks,Peter Bjorn and John,77,60,435132,4.61,0,2006,indie,11,1
Davy Jones,Hans Zimmer,58,77,4780589,3.25,0,2006,soundtrack,12,0
Face Down,The Red Jumpsuit Apparatus,76,62,1532727,3.2,0,2006,pop punk,11,1
Patience,Take That,70,63,1441836,3.36,0,2006,Other,11,1
Patience,Take That,20,63,1441836,3.36,0,2006,Other,2,0
Pink Panther Theme,Henry Mancini,0,55,255079,2.69,0,2006,exotica,22,0
Promiscuous,Nelly Furtado,86,77,4723127,4.03,0,2006,Other,17,1
Say It Right,Nelly Furtado,82,77,4720951,3.71,0,2006,Other,17,1
Sexy Love,Ne-Yo,54,80,10214903,3.68,0,2006,Other,14,0
Shine,Take That,60,63,1441603,3.52,0,2006,Other,11,0
Smack That,Akon,84,82,6005038,3.53,1,2006,Other,12,1
So Sick,Ne-Yo,1,80,10217787,3.45,0,2006,Other,13,0
The Kraken,Hans Zimmer,48,77,4779199,6.89,0,2006,soundtrack,12,0
The Sweet Escape,Gwen Stefani,76,73,7067574,4.1,0,2006,Other,12,1
"Goodnight Sweet Possums - From ""Ice Age The Meltdown""",John Powell,50,63,301226,0.8,0,2006,soundtrack,32,0
I Wanna Love You,Akon,76,81,6002343,4.11,1,2006,Other,12,1
Jack Sparrow,Hans Zimmer,0,77,4777574,6.1,0,2006,soundtrack,12,0
Let's Ride,The Game,57,70,5199185,3.96,1,2006,west coast hip hop,16,0
Lithium,Evanescence,67,75,6158071,3.73,0,2006,alternative metal,13,0
Locked Up,Akon,63,82,6007512,3.91,1,2006,Other,13,0
London Bridge,Fergie,55,68,6156460,3.46,1,2006,Other,1,0
Maneater,Nelly Furtado,84,77,4727543,4.31,0,2006,Other,17,1
Maneater - Radio Version,Nelly Furtado,54,77,4725236,3.3,0,2006,Other,2,0
McQueen and Sally,Randy Newman,48,59,267858,1.98,0,2006,Other,20,0
Naive,The Kooks,77,67,2652767,3.39,0,2006,indie,14,1
Opening Race,Randy Newman,47,59,267791,2.07,0,2006,Other,20,0
Breaking Free,Troy,57,59,133868,3.45,0,2006,Other,13,0
Breath,Breaking Benjamin,71,71,5155421,3.64,0,2006,alternative metal,13,1
Call Me When You're Sober,Evanescence,72,75,6158071,3.57,0,2006,alternative metal,13,1
Chasing Cars,Snow Patrol,83,68,3301184,4.46,0,2006,Other,11,1
A Narnia Lullaby,Harry Gregson-Williams,51,56,153209,1.21,0,2005,soundtrack,17,0
Only The Beginning of The Adventure,Harry Gregson-Williams,54,56,153209,5.53,0,2005,soundtrack,17,0
To Aslan's Camp,Harry Gregson-Williams,48,55,153149,3.2,0,2005,soundtrack,17,0
Coming Undone,Korn,2,75,9695205,3.32,0,2005,nu metal,14,0
Lose Yourself,Eminem,77,88,104539036,5.44,1,2005,rap,24,1
Run It!,Chris Brown,1,87,28327351,3.83,0,2005,r&b,16,0
Animal City,Shakira,1,85,39788275,3.25,0,2005,latin pop,13,0
Hips Don't Lie (feat. Wyclef Jean),Shakira,39,85,39788275,3.63,0,2005,latin pop,13,0
Lonely Day,System Of A Down,82,80,13976718,2.79,0,2005,nu metal,12,1
Sayuri's Theme,John Williams,43,70,1604690,1.52,0,2005,soundtrack,18,0
Before He Cheats,Carrie Underwood,76,68,6125781,3.33,0,2005,country,14,1
Hung Up,Madonna,78,78,8794984,5.62,0,2005,Other,12,1
Harry in Winter,Patrick Doyle,56,55,97044,2.9,0,2005,soundtrack,24,0
The Story Continues,Patrick Doyle,45,55,97014,1.48,0,2005,soundtrack,24,0
Neville's Waltz,Patrick Doyle,49,55,97014,2.15,0,2005,soundtrack,24,0
Something to Be Proud Of,Montgomery Gentry,44,54,1524123,4.25,0,2005,country,13,0
I Write Sins Not Tragedies,Panic! At The Disco,71,76,12721192,3.09,1,2005,emo,13,1
Temperature,Sean Paul,82,81,5279150,3.6,0,2005,dancehall,18,1
Rockstar,Nickelback,65,78,7846032,4.2,0,2005,post-grunge,15,0
The Piano Duet,Danny Elfman,59,66,490560,1.88,0,2005,soundtrack,24,0
Ten Thousand Fists,Disturbed,65,74,7647950,3.53,0,2005,metal,14,0
Decadence,Disturbed,67,74,7646449,3.41,0,2005,metal,14,0
How to Save a Life,The Fray,84,73,4290197,4.37,0,2005,Other,12,1
Look After You,The Fray,82,73,4290197,4.44,0,2005,Other,12,1
Dogs of War: Main Title,Christopher Lennertz,37,40,24209,2.98,0,2005,Other,11,0
Gold Digger,Kanye West,79,89,31045858,3.46,1,2005,rap,21,1
Pon de Replay,Rihanna,79,90,69030894,4.11,0,2005,pop,13,1
She's Everything,Brad Paisley,64,64,2898444,4.44,0,2005,country,21,0
When I Get Where I'm Going (feat. Dolly Parton),Brad Paisley,57,64,2898320,4.11,0,2005,country,21,0
The Kill,Thirty Seconds To Mars,79,67,3967538,3.85,0,2005,Other,12,1
High,James Blunt,57,70,3297399,4.05,0,2005,Other,10,0
You're Beautiful,James Blunt,75,70,3298298,3.49,1,2005,Other,10,1
Popcorn,Crazy Frog,57,58,694334,3.2,0,2005,Other,16,0
Axel F,Crazy Frog,70,58,694334,2.86,0,2005,Other,16,1
Break Down The Walls (Chris Jericho),WWE,28,63,699238,2.05,0,2005,Other,35,0
My Name Is Lincoln,Steve Jablonsky,1,57,218550,3.68,0,2005,soundtrack,14,0
Photograph - 2020 Remaster,Nickelback,67,78,7849274,4.31,0,2005,post-grunge,27,0
Popular,The Veronicas,38,55,984364,2.72,0,2005,Other,16,0
Take Me on the Floor,The Veronicas,45,55,984364,3.5,0,2005,Other,16,0
4ever,The Veronicas,55,55,984364,3.48,0,2005,Other,16,0
Anakin vs. Obi-Wan,John Williams,0,70,1604690,3.95,0,2005,soundtrack,15,0
Hate It Or Love It,The Game,81,70,5199185,3.44,1,2005,west coast hip hop,18,1
Headlock,Imogen Heap,84,75,1125738,3.58,0,2005,Other,24,1
How We Do,The Game,75,70,5199985,3.92,1,2005,west coast hip hop,18,1
Dem Boyz,Boyz N Da Hood,52,40,679564,4.28,1,2005,southern hip hop,16,0
"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",Fat Joe,59,66,2135253,4.83,1,2005,east coast hip hop,16,0
Best of You,Foo Fighters,74,75,12955017,4.26,0,2005,rock,20,1
Speed of Sound,Coldplay,73,88,60804949,4.79,0,2005,Other,13,1
Fix You,Coldplay,85,88,60830643,4.92,0,2005,Other,13,1
Talk,Coldplay,68,88,60818952,5.18,0,2005,Other,13,0
DARE (feat. Shaun Ryder & Roses Gabor),Gorillaz,83,82,14505359,4.08,0,2005,Other,15,1
Feel Good Inc.,Gorillaz,89,82,14505359,3.71,0,2005,Other,15,1
Radio/Video,System Of A Down,71,80,13976718,4.15,0,2005,nu metal,11,1
Anakin's Betrayal,John Williams,51,70,1605379,4.08,0,2005,soundtrack,15,0
Battle of the Heroes,John Williams,52,70,1605379,3.71,0,2005,soundtrack,15,0
The Immolation Scene,John Williams,41,71,1605820,2.66,0,2005,soundtrack,15,0
Swordplay,Harry Gregson-Williams,36,56,153173,2.01,0,2005,soundtrack,19,0
You And Me,Lifehouse,75,63,2146238,3.25,0,2005,post-grunge,12,1
1001 Arabian Nights,Chipz,52,39,22403,3.11,0,2005,Other,15,0
Candy Shop,50 Cent,1,82,18860205,3.47,1,2005,east coast hip hop,21,0
Bad Day,Daniel Powter,75,58,323888,3.89,0,2005,Other,10,1
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,76,67,1672769,4.06,0,2005,Other,18,1
Feeling Good,Michael Bublé,74,73,6893010,3.95,0,2005,christmas,15,1
Feeling Good,Michael Bublé,67,73,6893010,3.95,0,2005,christmas,13,0
Merry-Go-Round of Life - from 'Howl's Moving Castle',Joe Hisaishi,68,68,1486614,5.18,0,2005,japanese classical,9,0
Hey There Delilah,Plain White T's,79,62,1345390,3.87,0,2005,Other,13,1
Gold Digger,Kanye West,2,89,31038851,3.46,1,2005,rap,21,0
Kont Ba2oul,Sherine,41,66,9676780,4.29,0,2005,egyptian pop,10,0
Lazem A3eesh,Sherine,50,66,9676780,4.3,0,2005,egyptian pop,10,0
Dakota,Stereophonics,72,65,1748684,4.95,0,2005,britpop,11,1
Don't Cha,The Pussycat Dolls,28,69,6271129,4.53,0,2005,Other,14,0
Ein Wo Nenny,Sherine,39,66,9676780,4.11,0,2005,egyptian pop,10,0
Elly Garehny,Sherine,32,66,9661696,4.8,0,2005,egyptian pop,10,0
Enta Akher Wahed,Sherine,35,66,9661696,3.74,0,2005,egyptian pop,10,0
Tammen Alby,Sherine,45,66,9661696,4.32,0,2005,egyptian pop,10,0
Tequila Makes Her Clothes Fall Off,Joe Nichols,67,57,862404,3.11,0,2005,country,11,0
W Bena2es Hayati Ma3ak,Sherine,42,66,9676780,4.59,0,2005,egyptian pop,10,0
Please Forgive Me,Bryan Adams,2,75,4781161,5.92,0,2005,Other,37,0
Pump It,Black Eyed Peas,11,81,9553224,3.55,1,2005,Other,15,0
Ridin',Chamillionaire,68,57,1016915,5.05,1,2005,southern hip hop,16,0
Somebody Like You,Keith Urban,32,67,5273567,5.36,0,2005,country,15,0
Lips Of An Angel,Hinder,75,61,2078962,4.36,0,2005,post-grunge,10,1
Mafish Marra,Sherine,41,66,9676780,3.91,0,2005,egyptian pop,10,0
My Humps,Black Eyed Peas,77,81,9553224,5.44,0,2005,Other,16,1
2al Sa3aban 3aleh,Sherine,45,66,9684217,4.63,0,2005,egyptian pop,10,0
3la Bali,Sherine,66,66,9676780,4.65,0,2005,egyptian pop,10,0
Be Yourself,Audioslave,72,69,5146839,4.64,0,2005,grunge,12,1
Better Together,Jack Johnson,74,73,4044367,3.46,0,2005,surf rock,15,1
Tavern,Jason Hayes,1,47,14091,1.24,0,2004,medieval,30,0
Hollaback Girl,Gwen Stefani,71,73,7067574,3.33,1,2004,Other,13,1
Mockingbird,Eminem,85,88,104539036,4.17,1,2004,rap,23,1
Rich Girl,Gwen Stefani,71,73,7069432,3.93,0,2004,Other,13,1
The Glory Days,Michael Giacchino,50,64,430400,3.53,0,2004,soundtrack,19,0
Life's Incredible Again,Michael Giacchino,55,63,430076,1.4,0,2004,soundtrack,19,0
Kronos Unveiled,Michael Giacchino,45,63,430076,3.27,0,2004,soundtrack,19,0
Hollaback Girl,Gwen Stefani,1,73,7068533,3.33,1,2004,Other,12,0
Breathe,Fabolous,54,64,2757877,4.48,1,2004,Other,18,0
Bless The Broken Road,Rascal Flatts,70,68,3672255,3.77,0,2004,country,12,1
Holiday / Boulevard of Broken Dreams,Green Day,71,80,17327094,8.22,1,2004,punk,9,1
Holiday / Boulevard of Broken Dreams,Green Day,56,80,17327094,8.22,1,2004,punk,12,0
Extraordinary Girl / Letterbomb,Green Day,50,80,17333748,7.66,1,2004,punk,9,0
Wake Me up When September Ends,Green Day,81,80,17333748,4.76,0,2004,punk,9,1
Unwritten,Natasha Bedingfield,85,71,1904542,4.32,0,2004,Other,14,1
Live Like You Were Dying,Tim McGraw,66,69,5042529,5.0,0,2004,country,16,0
Metalingus,Alter Bridge,67,60,1234078,4.33,0,2004,post-grunge,11,0
Spider-Man 2 Main Title,Danny Elfman,49,66,490560,3.35,0,2004,soundtrack,15,0
Gasolina,Daddy Yankee,6,85,37813429,3.21,0,2004,reggaeton,23,0
Duality,Slipknot,82,78,14083185,4.21,0,2004,nu metal,22,1
Mr. Brightside,The Killers,88,76,8006321,3.71,0,2004,alternative rock,12,1
My Happy Ending,Avril Lavigne,72,76,12004691,4.04,1,2004,Other,13,1
Because of You,Kelly Clarkson,74,72,10961237,3.65,0,2004,christmas,12,1
Breakaway,Kelly Clarkson,70,72,10960422,3.95,0,2004,christmas,12,1
Somebody Told Me,The Killers,82,76,8006321,3.28,0,2004,alternative rock,12,1
Sweater Weather I Wanna Be Your Girlfriend,Safenokk,0,12,12757,4.0,0,2004,Other,1,0
Take Me Away,Avril Lavigne,53,76,12010110,2.96,0,2004,Other,13,0
Take Me Out,Franz Ferdinand,5,68,2991445,3.95,0,2004,indie rock,11,0
Winchester Justice,The Hellbenders,28,15,1778,2.73,0,2004,surf rock,21,0
Mr. Brightside,The Killers,9,76,8006321,3.7,0,2004,alternative rock,11,0
I Love You Golden Blue,Sonic Youth,45,55,1309042,7.03,0,2004,noise rock,10,0
Hagrid the Professor,John Williams,44,70,1604690,1.99,0,2004,soundtrack,21,0
Double Trouble,John Williams,57,70,1604690,1.62,0,2004,soundtrack,21,0
A Window to the Past,John Williams,59,70,1605379,3.9,0,2004,soundtrack,21,0
Everybody's Changing,Keane,77,73,3922290,3.59,0,2004,Other,12,1
Somewhere Only We Know,Keane,86,73,3919651,3.95,0,2004,Other,12,1
The Reason,Hoobastank,1,66,2742164,3.88,0,2004,nu metal,12,0
Save a Horse (Ride a Cowboy),Big & Rich,69,56,1257253,3.33,0,2004,country,13,0
Float On,Modest Mouse,74,62,1572658,3.47,0,2004,indie rock,16,1
Paint Me A Birmingham,Tracy Lawrence,62,60,1296424,3.8,0,2004,country,12,0
Hysteria,Muse,6,76,8466090,3.79,0,2004,alternative rock,15,0
Yeah! (feat. Lil Jon & Ludacris),USHER,85,80,13749886,4.17,0,2004,r&b,21,1
Let Me Love You,Mario,75,68,3993013,4.15,0,2004,r&b,14,1
Big Poppa - 2005 Remaster,The Notorious B.I.G.,59,75,12762931,4.16,1,2004,old school hip hop,15,0
Dragostea din tei,O-Zone,69,54,169924,3.58,0,2004,europop,9,0
Since U Been Gone,Kelly Clarkson,75,72,10960422,3.14,0,2004,christmas,12,1
Run,Snow Patrol,68,68,3300881,5.9,0,2004,Other,12,0
Scars,Papa Roach,64,72,6096792,3.46,0,2004,nu metal,12,0
Dancing with Myself,The Donnas,0,37,154601,3.49,0,2004,riot grrrl,14,0
Getting Away With Murder,Papa Roach,60,71,6095181,3.18,0,2004,nu metal,12,0
Ben,Trevor Rabin,43,42,34056,4.06,0,2004,soundtrack,12,0
Broken,Seether,72,69,3830824,4.3,0,2004,post-grunge,20,1
Long Hard Road Out Of Hell,Marilyn Manson,40,71,4969994,4.35,0,2004,industrial metal,18,0
